hash_inn,y
121338,12
121341,12
121367,12
121381,12
121383,14
121385,12
121406,14
121419,12
121423,12
121437,12
121444,12
121451,12
121453,12
121454,12
121462,12
121473,12
121477,6
121478,12
121484,12
121497,12
121501,12
121506,14
121515,12
121516,34
121517,12
121522,52
121536,12
121550,12
121556,12
121561,12
121568,14
121569,12
121576,12
121591,12
121592,12
121594,12
121618,34
121630,12
121637,12
121661,12
121669,12
121675,14
121679,12
121698,14
121716,12
121720,12
121721,12
121742,12
121748,12
121751,12
121771,12
121774,12
121776,14
121782,34
121787,12
121792,12
121800,12
121803,12
121809,12
121826,12
121841,12
121842,12
121870,14
121882,12
121883,14
121887,12
121890,12
121894,12
121897,14
121899,12
121907,12
121921,12
121941,12
121948,12
121952,12
121959,12
121975,12
121987,52
121992,12
122001,12
122002,12
122007,12
122013,12
122018,12
122020,14
122051,12
122056,14
122058,34
122063,52
122065,12
122075,11
122086,12
122091,12
122110,12
122113,12
122117,12
122118,12
122133,12
122141,12
122145,12
122147,52
122149,12
122150,34
122178,12
122202,52
122228,12
122229,14
122241,12
122243,12
122264,12
122295,34
122300,12
122308,12
122331,12
122344,12
122352,12
122370,12
122381,12
122389,34
122399,12
122408,12
122410,34
122411,12
122420,12
122424,12
122455,12
122479,12
122508,12
122514,12
122526,14
122527,14
122534,12
122539,12
122540,12
122546,12
122559,12
122597,12
122599,12
122606,12
122608,12
122611,12
122614,12
122616,12
122623,12
122639,12
122656,14
122657,12
122658,12
122669,12
122681,12
122682,12
122685,12
122693,12
122695,12
122699,12
122710,12
122715,12
122732,12
122736,12
122737,14
122741,14
122745,14
122757,12
122771,14
122776,12
122789,12
122790,12
122792,12
122794,12
122805,39
122806,52
122810,12
122816,12
122829,12
122846,12
122851,12
122853,12
122861,12
122877,14
122879,12
122881,14
122887,34
122892,12
122896,12
122898,12
122905,12
122909,12
122910,12
122921,12
122925,14
122949,12
122958,12
122959,12
122976,12
122988,12
122991,34
122996,14
123002,12
123006,12
123007,12
123010,12
123013,12
123031,12
123037,12
123039,12
123041,12
123071,12
123073,12
123086,12
123098,34
123126,52
123139,12
123150,12
123152,12
123178,12
123188,12
123201,12
123202,12
123210,14
123226,12
123239,52
123269,12
123276,12
123285,12
123297,12
123309,14
123310,14
123324,14
123327,12
123328,12
123345,12
123347,12
123355,12
123363,12
123371,12
123378,12
123380,12
123384,12
123387,12
123390,12
123393,12
123396,12
123398,12
123404,12
123407,12
123412,12
123428,12
123429,12
123449,26
123457,14
123482,12
123490,12
123507,12
123515,12
123549,12
123550,34
123554,12
123557,12
123566,12
123571,12
123577,12
123581,12
123587,34
123600,12
123621,3
123633,12
123644,12
123672,12
123690,9
123691,12
123692,12
123694,12
123695,14
123700,12
123702,14
123705,12
123738,12
123741,12
123747,12
123753,12
123757,12
123758,12
123760,12
123774,34
123778,12
123779,12
123794,12
123796,14
123812,12
123821,12
123834,34
123838,14
123841,14
123845,12
123868,12
123904,12
123913,12
123918,12
123935,34
123939,12
123945,12
123954,14
123963,12
123965,12
123968,12
124009,12
124014,12
124019,12
124020,12
124026,14
124028,12
124034,12
124042,12
124056,12
124059,12
124065,12
124066,12
124070,12
124076,12
124078,12
124097,12
124098,12
124100,12
124104,12
124114,12
124123,14
124124,12
124128,12
124135,14
124136,12
124170,12
124194,34
124197,14
124215,12
124237,34
124250,12
124262,14
124264,12
124267,52
124272,12
124276,12
124282,12
124291,12
124296,12
124299,12
124301,12
124304,52
124320,12
124321,12
124325,14
124332,12
124338,12
124350,12
124357,14
124359,14
124361,12
124384,12
124401,12
124406,12
124412,14
124413,14
124430,12
124439,12
124441,12
124464,12
124465,12
124466,14
124473,12
124475,12
124480,12
124482,52
124484,12
124520,12
124527,12
124532,12
124536,14
124548,12
124550,12
124553,47
124560,12
124561,12
124562,12
124566,12
124577,12
124580,12
124585,12
124602,12
124604,12
124613,12
124623,12
124627,14
124629,12
124637,12
124642,12
124674,12
124695,12
124701,14
124707,34
124723,14
124724,12
124737,46
124745,12
124757,12
124768,12
124770,12
124773,12
124780,34
124782,12
124795,12
124799,12
124800,12
124803,14
124808,14
124816,14
124823,12
124835,12
124837,12
124877,12
124887,12
124890,12
124905,12
124909,12
124922,52
124927,52
124938,52
124944,14
124945,52
124947,12
124948,12
124977,12
124979,12
124986,12
125022,12
125025,14
125037,12
125049,12
125060,12
125066,12
125068,12
125074,12
125088,12
125094,12
125100,14
125105,12
125109,12
125112,12
125118,12
125122,14
125140,12
125143,52
125148,12
125152,14
125156,12
125158,12
125171,12
125220,12
125222,12
125229,12
125246,12
125250,12
125255,12
125261,12
125268,12
125270,12
125271,12
125276,14
125277,12
125286,12
125297,12
125309,12
125313,12
125319,12
125347,12
125348,12
125354,14
125364,34
125378,34
125397,12
125414,12
125416,12
125419,12
125436,12
125439,14
125453,14
125457,11
125464,12
125468,12
125479,12
125498,12
125503,46
125510,12
125519,12
125527,12
125546,12
125554,12
125561,12
125563,12
125565,34
125566,14
125580,52
125581,12
125595,14
125597,12
125605,12
125610,14
125614,12
125621,14
125622,12
125629,34
125631,12
125636,12
125640,14
125648,12
125651,12
125657,12
125666,12
125668,12
125680,14
125689,12
125696,52
125699,12
125707,54
125712,12
125713,12
125714,12
125716,14
125723,12
125734,12
125740,12
125743,12
125744,12
125750,34
125754,12
125768,12
125781,12
125786,46
125791,12
125802,12
125812,12
125827,12
125828,12
125833,12
125838,12
125853,34
125857,34
125867,39
125872,12
125875,12
125882,12
125887,12
125891,12
125896,12
125906,12
125911,14
125926,12
125944,12
125952,12
125954,12
125986,12
125988,12
125998,12
126033,12
126058,12
126069,12
126070,12
126086,12
126087,12
126092,12
126099,12
126101,12
126109,12
126110,12
126115,12
126137,14
126141,12
126143,12
126144,12
126151,14
126163,12
126171,12
126176,12
126177,12
126186,12
126190,12
126192,12
126203,12
126224,12
126230,12
126244,12
126253,34
126270,12
126276,12
126279,52
126284,12
126285,14
126289,12
126294,12
126307,52
126312,12
126334,34
126338,34
126341,12
126347,12
126362,12
126367,12
126372,12
126374,12
126386,34
126388,14
126390,14
126404,34
126409,12
126443,12
126451,12
126474,12
126477,12
126494,12
126502,12
126504,12
126507,14
126509,12
126510,12
126523,12
126545,12
126548,12
126553,12
126557,52
126564,12
126566,12
126578,12
126588,14
126603,12
126616,14
126624,12
126628,34
126637,14
126647,14
126662,11
126664,12
126688,12
126705,12
126707,12
126708,14
126725,12
126746,12
126764,12
126785,14
126790,14
126797,12
126804,12
126807,12
126816,34
126831,12
126835,12
126863,12
126874,39
126875,12
126876,12
126882,12
126884,12
126886,12
126894,12
126898,14
126900,12
126907,12
126920,12
126935,12
126938,12
126970,12
126974,34
126975,12
126982,34
127002,12
127012,12
127020,12
127032,12
127033,12
127037,12
127065,12
127085,12
127092,14
127099,12
127109,12
127113,12
127121,12
127134,52
127153,12
127174,12
127177,12
127198,12
127200,12
127221,12
127224,12
127243,12
127247,12
127270,12
127275,12
127280,12
127284,12
127287,12
127290,12
127315,12
127317,14
127321,52
127327,12
127330,34
127343,52
127346,12
127352,52
127359,11
127371,12
127374,12
127375,12
127380,34
127386,12
127390,14
127391,14
127401,12
127403,12
127461,34
127462,12
127503,12
127510,12
127513,14
127520,12
127526,14
127528,12
127529,12
127533,12
127547,12
127552,12
127555,34
127581,12
127582,12
127583,52
127584,12
127594,12
127608,12
127615,12
127622,12
127630,12
127639,12
127653,12
127683,12
127693,12
127694,12
127695,12
127698,14
127711,12
127736,12
127748,12
127749,14
127750,12
127769,14
127779,12
127782,9
127796,34
127804,12
127806,12
127820,12
127821,12
127827,52
127842,12
127853,12
127857,12
127866,52
127876,12
127880,12
127883,12
127887,12
127899,14
127911,14
127914,14
127938,12
127946,12
127972,12
127993,12
127997,12
127998,52
128002,12
128007,12
128011,12
128029,12
128035,12
128052,12
128057,12
128061,12
128063,12
128072,14
128073,12
128100,6
128104,14
128105,12
128119,54
128138,12
128169,12
128183,52
128195,12
128196,14
128197,12
128200,12
128206,12
128211,12
128212,14
128218,12
128271,12
128279,12
128281,12
128294,12
128301,12
128304,26
128312,12
128313,12
128322,12
128323,12
128331,12
128341,12
128342,14
128351,12
128352,39
128362,12
128396,34
128424,12
128437,12
128440,14
128450,14
128461,12
128482,12
128484,12
128498,12
128500,12
128502,12
128507,14
128522,12
128525,12
128528,12
128529,12
128541,12
128553,14
128558,12
128567,12
128581,12
128591,12
128598,12
128600,12
128601,34
128607,12
128633,12
128649,12
128664,12
128672,12
128675,12
128679,12
128680,12
128681,14
128684,12
128687,14
128688,11
128690,12
128725,26
128726,54
128729,12
128731,12
128732,14
128733,12
128735,12
128743,12
128746,12
128774,34
128811,12
128812,12
128821,12
128831,12
128837,12
128839,12
128841,14
128843,12
128849,11
128856,12
128859,12
128880,9
128894,14
128906,12
128909,12
128913,12
128915,12
128916,12
128924,12
128931,12
128939,12
128945,14
128951,12
128981,12
129009,12
129019,12
129020,12
129031,12
129041,12
129046,46
129050,12
129061,12
129066,12
129067,12
129085,12
129086,14
129107,12
129128,34
129139,12
129147,12
129149,14
129150,12
129167,14
129180,12
129185,12
129188,12
129192,12
129193,12
129198,12
129201,12
129225,12
129236,12
129238,12
129246,12
129248,52
129281,12
129284,12
129292,34
129294,12
129298,52
129315,12
129319,14
129334,52
129356,6
129359,14
129363,12
129377,14
129384,14
129392,12
129406,12
129409,12
129440,12
129453,12
129454,12
129460,12
129472,12
129486,12
129493,12
129509,12
129512,12
129520,12
129528,12
129530,12
129536,12
129541,12
129547,14
129548,12
129549,12
129551,12
129552,12
129556,12
129563,12
129564,12
129568,12
129584,14
129588,34
129596,12
129598,12
129604,12
129605,12
129613,12
129621,12
129623,12
129642,12
129645,12
129647,12
129651,12
129663,12
129667,12
129668,12
129683,12
129692,12
129695,12
129698,12
129699,34
129700,12
129702,12
129704,46
129715,12
129724,12
129734,12
129753,12
129758,14
129759,12
129760,12
129789,12
129796,12
129800,22
129811,14
129812,12
129815,12
129819,14
129827,12
129828,12
129840,12
129841,12
129847,12
129858,12
129878,12
129879,12
129885,12
129887,12
129890,14
129926,14
129936,14
129938,14
129939,12
129968,12
129969,12
129986,14
129990,12
129996,12
130008,12
130010,12
130016,34
130026,12
130032,12
130037,12
130068,12
130079,12
130084,14
130094,12
130099,14
130106,12
130111,12
130131,12
130140,12
130145,12
130147,12
130156,12
130160,12
130164,12
130172,34
130176,34
130180,14
130181,12
130187,12
130188,12
130227,12
130238,12
130248,14
130262,12
130271,12
130275,14
130278,12
130279,12
130294,12
130307,12
130319,12
130327,12
130334,12
130353,12
130357,34
130364,12
130377,14
130404,12
130411,12
130415,11
130417,12
130423,12
130424,14
130439,14
130446,12
130452,14
130458,12
130471,12
130475,14
130501,12
130517,14
130535,12
130543,12
130546,12
130553,12
130557,12
130574,12
130576,12
130580,12
130587,14
130591,12
130616,12
130617,26
130654,12
130658,12
130669,12
130676,20
130677,12
130678,12
130699,12
130707,12
130712,12
130735,12
130740,34
130750,12
130751,12
130769,12
130770,12
130776,12
130783,34
130792,12
130799,12
130802,34
130813,12
130839,12
130842,14
130852,12
130856,12
130870,14
130872,14
130892,14
130894,12
130901,12
130903,12
130914,52
130940,12
130944,12
130946,12
130966,12
130970,12
130980,12
130981,12
130996,12
130997,12
131001,14
131006,12
131008,14
131012,26
131021,12
131027,12
131030,12
131034,12
131047,12
131059,12
131070,12
131086,12
131090,12
131101,12
131109,14
131112,12
131120,12
131130,12
131142,12
131145,12
131147,12
131173,12
131186,12
131187,12
131199,12
131217,12
131223,14
131227,12
131247,52
131250,12
131258,14
131260,12
131261,12
131263,12
131280,12
131284,34
131287,12
131288,12
131293,12
131296,12
131299,12
131307,12
131308,52
131313,12
131349,12
131352,12
131363,14
131368,14
131376,34
131380,12
131394,12
131403,14
131409,12
131413,12
131416,14
131422,12
131437,12
131439,52
131459,14
131462,12
131465,54
131474,12
131478,52
131510,12
131512,12
131538,12
131547,14
131584,12
131594,12
131601,12
131610,12
131643,12
131675,12
131687,12
131688,52
131691,12
131693,14
131705,12
131713,12
131724,12
131727,12
131731,12
131736,14
131745,34
131758,12
131767,12
131768,12
131786,12
131803,14
131813,12
131829,12
131846,12
131861,12
131868,12
131888,12
131889,14
131899,14
131901,12
131913,34
131942,12
131944,12
131955,12
132007,12
132025,14
132029,12
132039,12
132063,12
132073,14
132080,12
132082,14
132101,12
132102,12
132103,11
132122,12
132124,14
132138,12
132154,12
132161,12
132174,14
132176,14
132178,12
132180,12
132186,12
132194,12
132201,34
132206,12
132207,34
132209,12
132210,12
132214,12
132236,14
132243,12
132245,12
132250,12
132252,34
132256,12
132268,52
132270,52
132280,12
132283,34
132287,12
132288,12
132289,12
132296,12
132298,12
132299,6
132311,12
132312,12
132315,12
132323,12
132325,12
132329,12
132349,12
132360,12
132361,12
132378,12
132385,12
132393,14
132397,14
132402,12
132408,12
132428,12
132437,12
132438,12
132439,14
132443,12
132451,12
132454,12
132457,12
132492,11
132528,12
132541,12
132546,34
132557,12
132559,12
132567,12
132575,11
132587,12
132590,12
132606,12
132609,12
132621,12
132656,12
132668,12
132672,12
132673,12
132676,12
132687,12
132691,12
132703,14
132714,12
132736,12
132737,14
132739,12
132740,52
132741,12
132745,12
132747,14
132749,12
132761,12
132762,14
132770,12
132777,12
132788,6
132794,12
132795,12
132798,12
132801,12
132809,12
132810,12
132812,12
132831,12
132834,12
132838,12
132851,12
132854,12
132858,12
132859,12
132880,12
132894,12
132896,12
132912,12
132918,12
132921,12
132931,34
132940,12
132962,12
132972,12
132979,12
132980,12
132988,14
133010,12
133019,12
133025,12
133062,12
133077,12
133081,12
133096,12
133104,12
133106,12
133112,12
133154,12
133170,12
133176,12
133187,14
133188,52
133192,12
133199,12
133200,12
133201,12
133208,12
133228,12
133235,12
133239,12
133248,12
133264,12
133282,14
133291,12
133293,12
133303,12
133309,12
133310,12
133324,12
133336,12
133345,12
133351,12
133358,12
133367,12
133371,12
133377,12
133382,12
133385,12
133392,12
133409,12
133416,12
133426,12
133432,12
133447,12
133453,12
133467,12
133501,14
133512,12
133537,34
133541,12
133546,12
133568,12
133575,12
133578,12
133590,12
133594,12
133595,12
133604,12
133609,12
133610,12
133614,11
133615,12
133631,12
133665,12
133666,12
133670,12
133676,14
133679,12
133693,12
133694,12
133695,12
133710,12
133712,12
133721,12
133759,12
133763,12
133772,14
133802,14
133817,12
133818,12
133846,12
133856,12
133860,12
133866,12
133867,12
133882,22
133886,14
133890,12
133897,12
133901,52
133910,12
133920,12
133922,12
133924,12
133928,14
133936,12
133948,26
133950,12
133958,12
133965,12
133976,12
134004,12
134026,12
134040,12
134048,14
134061,12
134076,12
134082,52
134096,12
134111,14
134124,12
134131,12
134133,12
134140,12
134142,14
134146,12
134147,34
134151,12
134181,12
134186,12
134188,12
134211,14
134231,12
134235,14
134251,52
134252,52
134253,12
134266,12
134267,12
134271,12
134293,12
134307,12
134308,12
134311,14
134316,12
134318,12
134320,52
134329,12
134340,12
134357,12
134358,12
134363,12
134369,12
134376,12
134402,12
134406,12
134412,52
134414,14
134416,12
134428,12
134432,12
134436,14
134437,12
134441,34
134445,12
134450,12
134460,34
134470,12
134473,12
134477,12
134479,12
134504,12
134517,12
134525,12
134541,12
134550,12
134552,12
134561,12
134563,12
134566,26
134577,12
134578,12
134590,12
134596,52
134608,14
134631,14
134632,12
134643,12
134648,12
134663,12
134673,12
134692,52
134703,12
134704,12
134711,12
134718,52
134737,14
134739,12
134743,34
134745,12
134751,12
134755,34
134769,12
134777,12
134778,12
134782,12
134827,12
134834,12
134851,12
134858,14
134865,12
134868,12
134875,12
134890,12
134909,12
134921,12
134930,12
134940,12
134948,12
134949,34
134961,52
134970,12
134972,12
134982,12
134988,54
135004,12
135016,12
135039,14
135044,12
135063,12
135064,12
135068,14
135089,14
135113,12
135121,11
135129,12
135147,14
135174,26
135184,14
135188,12
135189,12
135207,12
135221,22
135230,12
135236,12
135239,12
135243,12
135272,12
135274,12
135282,12
135291,12
135298,12
135305,12
135307,52
135338,12
135348,12
135371,12
135374,12
135388,12
135412,12
135415,12
135418,12
135433,12
135441,12
135450,14
135455,12
135461,12
135467,12
135473,52
135479,12
135490,12
135497,14
135498,12
135513,52
135518,12
135520,12
135521,14
135522,12
135524,12
135539,12
135548,22
135565,12
135567,14
135568,12
135570,12
135572,12
135585,14
135593,12
135599,46
135601,14
135618,12
135620,26
135621,12
135640,52
135641,14
135645,52
135655,12
135659,14
135685,12
135699,52
135703,12
135704,12
135706,12
135719,12
135721,12
135730,34
135738,12
135743,12
135763,12
135764,12
135773,12
135781,12
135782,12
135783,14
135796,12
135798,12
135799,12
135803,34
135805,52
135825,14
135827,14
135836,12
135838,12
135843,12
135844,12
135847,12
135850,14
135855,12
135869,12
135886,12
135905,12
135911,52
135918,14
135930,12
135933,12
135935,14
135937,12
135939,34
135946,12
135966,12
135968,12
135969,12
135972,34
135976,12
135981,12
135986,12
135992,34
135996,12
135998,12
136002,12
136010,12
136037,12
136047,52
136049,14
136051,14
136060,12
136071,12
136080,12
136091,12
136094,12
136096,12
136099,12
136100,12
136128,12
136138,12
136143,12
136147,12
136153,52
136174,12
136176,26
136179,12
136198,12
136203,14
136207,12
136248,12
136262,12
136265,12
136281,12
136286,12
136289,12
136294,12
136299,34
136307,12
136330,12
136340,14
136349,12
136356,12
136359,12
136361,12
136365,12
136372,12
136376,12
136385,12
136391,12
136393,12
136406,14
136414,54
136418,14
136421,12
136425,12
136438,12
136442,14
136454,12
136463,12
136474,12
136475,14
136485,12
136497,14
136503,14
136508,12
136513,12
136522,12
136528,12
136547,34
136552,12
136565,12
136567,12
136573,12
136580,12
136583,12
136591,14
136596,12
136598,12
136616,12
136620,12
136632,12
136643,12
136646,12
136649,52
136653,12
136660,12
136670,12
136672,12
136678,12
136738,12
136747,34
136751,12
136754,12
136776,14
136780,12
136805,12
136820,14
136840,12
136863,34
136867,12
136868,12
136879,12
136881,12
136902,12
136904,26
136921,12
136928,14
136934,12
136942,34
136943,12
136957,12
136968,12
136970,12
136974,12
136980,52
136982,12
136989,12
136998,12
137008,12
137009,12
137011,12
137025,12
137047,12
137048,12
137049,12
137054,12
137055,12
137057,52
137063,12
137068,12
137073,12
137085,12
137094,12
137112,52
137114,12
137116,12
137119,12
137128,14
137130,12
137152,12
137158,12
137161,12
137166,12
137179,12
137203,12
137208,12
137211,12
137224,12
137234,14
137235,12
137254,52
137262,12
137269,12
137274,12
137285,12
137290,14
137301,14
137314,12
137325,52
137334,12
137337,12
137350,12
137369,12
137379,12
137387,12
137394,34
137397,12
137398,12
137400,14
137414,12
137416,12
137418,52
137419,12
137443,14
137464,12
137471,34
137535,12
137537,12
137542,12
137544,12
137556,14
137563,12
137564,12
137569,12
137574,14
137579,12
137584,34
137597,12
137601,14
137619,14
137630,12
137667,12
137681,14
137686,12
137689,12
137693,12
137695,12
137700,12
137703,12
137711,12
137719,12
137722,12
137728,34
137731,52
137732,34
137740,12
137748,12
137757,12
137775,12
137777,12
137783,12
137790,14
137814,12
137821,34
137823,52
137843,12
137849,12
137851,12
137853,12
137859,52
137861,12
137878,12
137906,12
137914,9
137919,14
137933,12
137938,52
137944,12
137947,12
137949,12
137952,12
137956,52
137970,12
137980,12
138012,12
138016,14
138018,52
138023,12
138032,12
138053,34
138068,12
138074,12
138078,12
138096,12
138130,12
138150,12
138153,14
138156,12
138157,12
138158,12
138162,12
138177,12
138182,12
138187,14
138196,12
138203,14
138215,12
138221,12
138224,12
138245,14
138277,52
138292,14
138308,12
138309,34
138322,12
138329,12
138335,12
138367,14
138368,12
138386,12
138393,12
138397,12
138401,12
138410,12
138418,52
138421,12
138425,12
138431,12
138445,12
138451,12
138480,12
138500,12
138502,12
138504,12
138522,14
138550,12
138559,12
138567,12
138570,12
138577,12
138586,12
138592,12
138593,12
138595,12
138600,12
138615,14
138631,52
138634,12
138641,12
138645,12
138677,12
138683,12
138684,12
138703,12
138711,12
138715,12
138724,34
138733,14
138735,12
138736,12
138737,12
138749,12
138771,12
138773,12
138776,12
138778,12
138824,34
138830,12
138842,14
138846,12
138848,12
138861,14
138864,14
138865,14
138869,12
138874,12
138878,12
138879,12
138901,12
138908,12
138915,12
138939,12
138947,52
138977,12
138979,12
138980,12
138989,12
139010,14
139014,12
139032,12
139033,12
139044,12
139045,14
139052,12
139057,14
139064,12
139096,12
139104,12
139118,14
139120,12
139143,34
139152,12
139154,12
139182,12
139205,12
139211,12
139216,52
139220,12
139238,14
139242,12
139243,12
139245,34
139261,12
139262,12
139265,12
139268,14
139277,12
139288,22
139297,12
139311,12
139314,34
139320,12
139335,12
139336,12
139343,12
139347,14
139356,34
139357,12
139360,12
139362,12
139363,12
139367,12
139371,12
139381,12
139384,12
139385,12
139400,12
139401,14
139403,12
139409,12
139427,12
139428,12
139440,12
139449,12
139450,34
139464,12
139465,52
139466,12
139475,12
139495,12
139505,12
139508,12
139521,12
139542,12
139570,12
139588,12
139592,12
139593,12
139597,12
139599,12
139600,12
139605,12
139616,12
139619,12
139629,12
139630,12
139637,12
139648,12
139652,12
139662,12
139664,52
139667,12
139669,12
139677,12
139680,12
139683,12
139694,12
139711,12
139734,12
139735,12
139753,12
139764,12
139770,12
139775,12
139779,12
139783,12
139786,12
139787,12
139800,12
139815,57
139820,12
139821,12
139824,12
139826,52
139840,12
139842,12
139846,12
139862,12
139864,14
139873,12
139909,12
139910,72
139924,14
139940,12
139946,12
139947,12
139948,12
139963,34
139968,12
139974,12
139975,12
139986,12
140008,12
140011,12
140012,14
140021,12
140025,12
140030,34
140031,12
140041,12
140057,12
140061,12
140082,12
140091,12
140137,12
140150,14
140166,12
140169,12
140194,52
140198,54
140212,12
140238,12
140239,12
140246,12
140249,12
140251,12
140260,12
140268,14
140272,12
140278,12
140287,12
140291,12
140308,12
140338,34
140349,12
140371,12
140373,12
140376,12
140384,12
140417,12
140432,34
140436,12
140441,12
140445,14
140449,14
140450,52
140455,12
140465,12
140467,12
140468,12
140474,12
140485,14
140489,12
140490,14
140493,12
140499,12
140502,12
140525,12
140538,12
140543,12
140545,12
140547,12
140553,12
140555,12
140560,12
140579,12
140586,14
140591,12
140604,12
140608,12
140616,11
140617,12
140688,12
140692,52
140710,12
140724,12
140730,14
140733,12
140735,34
140736,12
140738,12
140755,12
140803,12
140839,12
140849,12
140855,12
140858,12
140859,14
140860,12
140864,52
140866,52
140867,12
140869,14
140872,12
140878,12
140886,12
140896,12
140905,12
140908,12
140923,12
140926,12
140933,12
140934,12
140936,6
140937,12
140939,12
140947,12
140948,14
140967,12
140975,12
140980,12
140997,12
141003,12
141005,12
141023,39
141025,14
141047,12
141051,14
141054,12
141057,12
141061,12
141067,12
141075,6
141080,34
141085,12
141095,12
141097,12
141117,6
141127,14
141137,12
141149,12
141150,14
141167,12
141168,34
141170,12
141182,12
141205,12
141211,12
141213,12
141215,12
141223,12
141224,14
141233,12
141240,9
141251,12
141274,14
141277,52
141285,12
141286,12
141300,14
141322,12
141323,12
141327,12
141337,47
141350,14
141358,12
141368,12
141378,12
141387,12
141388,34
141391,12
141405,12
141406,12
141407,12
141410,12
141411,12
141416,14
141423,12
141436,34
141437,34
141443,12
141444,52
141447,12
141452,14
141471,12
141482,12
141492,12
141536,12
141542,12
141543,12
141553,6
141558,12
141563,12
141565,12
141577,12
141585,12
141589,14
141607,34
141611,12
141630,12
141635,12
141640,12
141645,12
141653,12
141661,12
141662,12
141666,14
141674,12
141713,12
141751,14
141762,12
141779,12
141793,12
141812,12
141823,12
141830,12
141835,12
141840,12
141859,12
141883,12
141889,12
141894,14
141898,12
141938,12
141965,34
141975,12
141987,12
141988,12
141989,12
141990,12
141996,14
142001,12
142032,14
142039,12
142048,12
142061,14
142106,12
142108,12
142111,12
142113,12
142115,34
142116,12
142120,12
142125,12
142135,12
142146,12
142163,12
142191,12
142198,34
142203,12
142207,12
142208,12
142219,12
142229,12
142234,12
142239,12
142249,12
142282,12
142286,14
142290,12
142294,14
142300,12
142314,12
142320,14
142324,12
142327,34
142329,12
142336,34
142348,12
142355,12
142369,12
142370,34
142384,12
142387,12
142390,12
142401,12
142402,12
142414,34
142420,14
142428,12
142444,12
142451,12
142454,12
142482,12
142493,12
142496,12
142505,12
142519,34
142525,14
142526,12
142549,12
142551,12
142555,12
142570,12
142577,14
142580,12
142582,12
142583,12
142590,12
142592,14
142600,14
142610,12
142618,12
142623,12
142631,12
142633,12
142637,12
142640,12
142645,12
142646,34
142650,12
142651,12
142657,12
142661,34
142669,12
142703,34
142720,12
142726,12
142730,3
142742,12
142743,14
142753,12
142759,34
142769,12
142789,14
142797,12
142799,12
142805,12
142828,12
142834,34
142843,12
142846,12
142859,11
142872,12
142874,12
142875,12
142896,12
142904,12
142908,12
142913,12
142916,34
142952,14
142954,34
142967,12
142968,12
142984,12
143000,12
143014,12
143016,12
143025,12
143032,34
143038,12
143043,12
143045,14
143046,34
143051,12
143052,12
143057,14
143059,52
143084,34
143090,12
143100,12
143106,12
143107,52
143113,12
143130,14
143136,12
143138,12
143151,34
143160,14
143166,12
143177,12
143178,12
143189,14
143210,14
143215,12
143220,12
143227,12
143234,12
143262,12
143263,12
143275,12
143278,12
143299,12
143303,12
143308,12
143319,12
143339,12
143345,12
143360,12
143374,12
143378,12
143381,12
143383,12
143384,12
143388,12
143391,11
143402,12
143408,12
143412,12
143416,20
143427,12
143428,12
143462,12
143466,12
143473,12
143476,12
143500,12
143512,12
143516,12
143525,12
143538,12
143540,12
143554,12
143563,12
143581,14
143594,14
143609,12
143638,12
143639,52
143641,12
143644,12
143645,52
143648,52
143649,12
143661,12
143662,12
143663,34
143668,12
143676,12
143700,12
143701,12
143710,12
143719,12
143723,12
143724,14
143731,12
143734,12
143735,12
143738,12
143739,14
143742,34
143748,11
143749,12
143755,12
143758,12
143760,12
143763,12
143777,12
143779,14
143805,12
143815,12
143821,12
143841,12
143845,12
143849,14
143851,34
143859,12
143863,12
143870,12
143882,12
143889,12
143891,12
143894,12
143898,52
143906,12
143909,12
143915,12
143920,52
143927,12
143930,34
143937,12
143949,12
143964,12
143965,12
143977,52
143978,12
144001,12
144004,12
144012,54
144015,12
144016,12
144019,14
144026,12
144027,12
144038,12
144041,12
144055,12
144056,12
144068,14
144073,12
144082,12
144086,12
144113,12
144119,12
144125,12
144141,12
144142,12
144151,14
144165,12
144168,34
144171,12
144180,12
144184,12
144191,12
144192,12
144193,12
144194,12
144209,52
144211,34
144216,12
144223,12
144232,14
144234,12
144239,12
144242,14
144263,52
144280,12
144282,12
144283,14
144290,12
144292,12
144301,12
144307,52
144327,12
144333,12
144334,12
144335,12
144338,12
144349,12
144352,11
144360,12
144365,12
144371,12
144373,34
144381,12
144383,12
144385,12
144394,12
144405,12
144407,20
144412,12
144421,12
144436,12
144444,12
144448,12
144449,12
144452,12
144468,12
144471,12
144512,12
144515,34
144516,12
144531,12
144555,14
144575,12
144620,12
144633,12
144636,12
144638,12
144642,12
144654,14
144659,12
144661,12
144667,12
144675,14
144677,12
144683,14
144685,12
144686,12
144687,12
144693,12
144694,12
144699,12
144713,14
144724,12
144733,12
144738,12
144750,34
144772,34
144788,12
144793,14
144811,14
144828,34
144842,12
144845,14
144849,12
144868,12
144870,12
144915,12
144926,12
144941,14
144947,12
144966,14
144968,12
144973,52
144977,12
144983,14
144986,12
144994,12
145019,12
145021,12
145035,26
145057,12
145063,12
145076,12
145132,12
145140,12
145143,52
145144,14
145155,12
145157,12
145158,12
145160,12
145161,20
145168,12
145199,12
145206,12
145221,34
145224,12
145237,12
145247,12
145274,12
145278,12
145285,12
145288,14
145295,12
145300,12
145302,12
145303,12
145307,12
145322,12
145327,12
145328,12
145329,12
145330,12
145336,12
145337,12
145342,12
145359,12
145362,14
145371,12
145383,12
145394,14
145405,12
145408,12
145409,12
145423,12
